PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37660154","Effects of whole-body vibration training in static and dynamic semi-squat patterns on the lower limb muscle activity","Liu Y, Fan Y, Chen X.","Sci Rep. 2023 Sep 2;13(1):14432. doi: 10.1038/s41598-023-40985-x.","Liu Y","Sci Rep","2023","2023/09/02","PMC10475118","","10.1038/s41598-023-40985-x"
"40707615","Lower extremity muscle activation patterns in sarcopenic older adults during physical performance tests: implications for rehabilitation approaches","Cai H, Zhang G, Wei L, Xu J, Yan F, Zhang M.","Sci Rep. 2025 Jul 24;15(1):26932. doi: 10.1038/s41598-025-10429-9.","Cai H","Sci Rep","2025","2025/07/24","PMC12290044","","10.1038/s41598-025-10429-9"
"36153347","Spectral properties of physiological mirror activity: an investigation of frequency features and common input between homologous muscles","Kenville R, Maudrich T.","Sci Rep. 2022 Sep 24;12(1):15965. doi: 10.1038/s41598-022-20413-2.","Kenville R","Sci Rep","2022","2022/09/24","PMC9509371","","10.1038/s41598-022-20413-2"
"37711708","Comparison of Muscle Activity and Muscle Thickness According to Knee Flexion Angle during Supine Bridge Exercises using the Abdominal Drawing-in Maneuver on an Unstable Surface","Kim S, Park J, Her J.","J Sports Sci Med. 2023 Sep 1;22(3):431-435. doi: 10.52082/jssm.2023.431. eCollection 2023 Sep.","Kim S","J Sports Sci Med","2023","2023/09/15","PMC10499130","","10.52082/jssm.2023.431"
"40033529","Can Stretching Your Hamstrings Unlock Your Jaw? Investigating the Surprising Connection Between Hamstring Flexibility and Jaw Function","Soylu Ç, Kılınc B, Atalay ES, Şahan TY, Türker D, Yıldırım NÜ.","Niger J Clin Pract. 2024 Dec 1;27(12):1364-1371. doi: 10.4103/njcp.njcp_239_24. Epub 2025 Mar 4.","Soylu Ç","Niger J Clin Pract","2024","2025/03/04","","","10.4103/njcp.njcp_239_24"
"33809692","Characteristics of the Electrophysiological Properties of Neuromuscular Motor Units and Its Adaptive Strategy Response in Lower Extremity Muscles for Seniors with Pre-Sarcopenia: A Preliminary Study","Hu CH, Yang CC, Tu SJ, Huang IJ, Ganbat D, Guo LY.","Int J Environ Res Public Health. 2021 Mar 16;18(6):3063. doi: 10.3390/ijerph18063063.","Hu CH","Int J Environ Res Public Health","2021","2021/04/03","PMC8002219","","10.3390/ijerph18063063"
"41286617","Age- and step-length-dependent alterations in muscle synergies and joint coordination during unexpected gait termination","Jeon W, Dalby A, Dong XN, Hermanns M.","BMC Geriatr. 2025 Nov 24;25(1):947. doi: 10.1186/s12877-025-06562-9.","Jeon W","BMC Geriatr","2025","2025/11/25","PMC12645693","","10.1186/s12877-025-06562-9"
"40464918","Examining swallowing parameters of the Yale Swallow Protocol in healthy individuals: Establishing Normative Data","Van Sickle A, Bice EM, Awal A, Suiter D.","Eur Arch Otorhinolaryngol. 2025 Aug;282(8):4299-4306. doi: 10.1007/s00405-025-09483-w. Epub 2025 Jun 4.","Van Sickle A","Eur Arch Otorhinolaryngol","2025","2025/06/04","PMC12494668","","10.1007/s00405-025-09483-w"
"32863379","Semi-powered exoskeleton that regulates the muscular activity of jaw movement for oral functional rehabilitation/training","Kameda T, Sakamoto M, Terada K.","Dent Mater J. 2021 Jan 31;40(1):101-109. doi: 10.4012/dmj.2019-400. Epub 2020 Aug 28.","Kameda T","Dent Mater J","2021","2020/09/01","","","10.4012/dmj.2019-400"
"40940384","Age-related differences in muscular coordination while performing elbow flexion and extension movements at different velocities","Romero Avila E, Siebers HL, Bollheimer LC, Disselhorst-Klug C.","Sci Rep. 2025 Sep 12;15(1):32486. doi: 10.1038/s41598-025-19126-z.","Romero Avila E","Sci Rep","2025","2025/09/12","PMC12432214","","10.1038/s41598-025-19126-z"
"31128842","Aging effects of motor prediction on protective balance and startle responses to sudden drop perturbations","Sanders O, Hsiao HY, Savin DN, Creath RA, Rogers MW.","J Biomech. 2019 Jun 25;91:23-31. doi: 10.1016/j.jbiomech.2019.05.005. Epub 2019 May 10.","Sanders O","J Biomech","2019","2019/05/27","PMC7239495","NIHMS1529175","10.1016/j.jbiomech.2019.05.005"
"40989829","Effect of 6-Min Mastication Test on Masticatory Function in Young Versus Older Adults: A Comparative SEMG Study","Chilwan U, Shameer S, Hanan A, Balasubramanium RK.","ScientificWorldJournal. 2025 Sep 15;2025:1506278. doi: 10.1155/tswj/1506278. eCollection 2025.","Chilwan U","ScientificWorldJournal","2025","2025/09/24","PMC12453908","","10.1155/tswj/1506278"
"39570948","Effects of the eccentric chin closure exercise on submental muscle activation, muscle strength, dysphagia limit, perceived exertion and pain in healthy volunteers: A prospective, randomized parallel group study","Cengiz E, Serel Arslan S, Yaşaroğlu ÖF, Alıcı R, Demir N, Topçuoğlu MA, Mutlu A.","PLoS One. 2024 Nov 21;19(11):e0313995. doi: 10.1371/journal.pone.0313995. eCollection 2024.","Cengiz E","PLoS One","2024","2024/11/21","PMC11581284","","10.1371/journal.pone.0313995"
"30578651","Manipulation of mechanical ventilatory constraint during moderate intensity exercise does not influence dyspnoea in healthy older men and women","Molgat-Seon Y, Ramsook AH, Peters CM, Schaeffer MR, Dominelli PB, Romer LM, Road JD, Guenette JA, Sheel AW.","J Physiol. 2019 Mar;597(5):1383-1399. doi: 10.1113/JP277476. Epub 2019 Jan 18.","Molgat-Seon Y","J Physiol","2019","2018/12/23","PMC6395425","","10.1113/JP277476"
"32266445","Modulation of soleus muscle H-reflexes and ankle muscle co-contraction with surface compliance during unipedal balancing in young and older adults","Alizadehsaravi L, Bruijn SM, Maas H, van Dieën JH.","Exp Brain Res. 2020 Jun;238(6):1371-1383. doi: 10.1007/s00221-020-05784-0. Epub 2020 Apr 7.","Alizadehsaravi L","Exp Brain Res","2020","2020/04/09","PMC7286858","","10.1007/s00221-020-05784-0"
"34473576","Age-related differences in calf muscle recruitment strategies in the time-frequency domain during walking as a function of task demand","Kim H, Franz JR.","J Appl Physiol (1985). 2021 Oct 1;131(4):1348-1360. doi: 10.1152/japplphysiol.00262.2021. Epub 2021 Sep 2.","Kim H","J Appl Physiol (1985)","2021","2021/09/02","PMC8560391","","10.1152/japplphysiol.00262.2021"
"40953752","Age and sex modulate scapular muscle excitation strategies during loaded shoulder flexion","Rochon J, Bohunicky S, Scribbans T.","Exp Gerontol. 2025 Nov;211:112897. doi: 10.1016/j.exger.2025.112897. Epub 2025 Sep 13.","Rochon J","Exp Gerontol","2025","2025/09/15","","","10.1016/j.exger.2025.112897"
"41159515","Correlation study between lower limb muscle function and hemodynamics in hemiplegic patients after stroke: a prospective controlled study","Cheng M, Wang W, Yu Y, Liu T, Huang Z, Lei H, Su S, Chen H, Wang F.","Eur J Phys Rehabil Med. 2025 Aug;61(4):595-607. doi: 10.23736/S1973-9087.25.09102-6.","Cheng M","Eur J Phys Rehabil Med","2025","2025/10/29","PMC12648277","","10.23736/S1973-9087.25.09102-6"
"34068484","Movement Time of Lower Trunk Muscles during Dynamic Postural Control in Response to a Sudden Visual Stimulus during Walking: A Pilot Study","Jung J, Kim K, Choi S, Song G, Ryu Y, Kim C, Lim C.","Int J Environ Res Public Health. 2021 May 10;18(9):5015. doi: 10.3390/ijerph18095015.","Jung J","Int J Environ Res Public Health","2021","2021/06/02","PMC8125989","","10.3390/ijerph18095015"
"37350104","The effect of a prior eccentric lowering phase on concentric neuromechanics during multiple joint resistance exercise in older adults","Mc Dermott EJ, Balshaw TG, Brooke-Wavell K, Maden-Wilkinson TM, Folland JP.","Scand J Med Sci Sports. 2023 Oct;33(10):2009-2024. doi: 10.1111/sms.14435. Epub 2023 Jun 22.","Mc Dermott EJ","Scand J Med Sci Sports","2023","2023/06/23","PMC10946755","","10.1111/sms.14435"
"41790789","Integrating contrastive cross-modal attention and stacked GRU for hand function rehabilitation robot control","Liu W, Wu H, Feng SF, Luo CL.","PLoS One. 2026 Mar 6;21(3):e0342802. doi: 10.1371/journal.pone.0342802. eCollection 2026.","Liu W","PLoS One","2026","2026/03/06","PMC12965565","","10.1371/journal.pone.0342802"
"34811406","Retentive capacity of power output and linear versus non-linear mapping of power loss in the isotonic muscular endurance test","Xu HQ, Xue YT, Zhou ZJ, Koh KT, Xu X, Shi JP, Zhang SW, Zhang X, Cai J.","Sci Rep. 2021 Nov 22;11(1):22677. doi: 10.1038/s41598-021-02116-2.","Xu HQ","Sci Rep","2021","2021/11/23","PMC8608821","","10.1038/s41598-021-02116-2"
"40814776","Using Quantitative Masticatory Dysfunction to Inform Pain Management in Trigeminal Neuralgia Through Electromyographic Monitoring","Riente A, Abeltino A, Serantoni C, De Giulio MM, Bianchetti G, Santantonio M, Passali GC, Capezzone S, Esposito R, De Spirito M, Maulucci G.","J Oral Pathol Med. 2025 Oct;54(9):863-871. doi: 10.1111/jop.70035. Epub 2025 Aug 15.","Riente A","J Oral Pathol Med","2025","2025/08/15","PMC12521066","","10.1111/jop.70035"
"34874965","Creation and validation of the Picture-Set of Young Children's Affective Facial Expressions (PSYCAFE)","Franz M, Müller T, Hahn S, Lundqvist D, Rampoldt D, Westermann JF, Nordmann MA, Schäfer R.","PLoS One. 2021 Dec 7;16(12):e0260871. doi: 10.1371/journal.pone.0260871. eCollection 2021.","Franz M","PLoS One","2021","2021/12/07","PMC8651117","","10.1371/journal.pone.0260871"
"34460885","Electromyographic activity analysis of temporal and masseter muscles in psychoactive substance addicts","Nowicki AA, Korwin-Piotrowska K, Woźniak K, Szyszka-Sommerfeld L, Nowicka K, Grocholewicz K, Sobolewska E.","Psychiatr Pol. 2021 Jun 30;55(3):607-620. doi: 10.12740/PP/OnlineFirst/110478. Epub 2021 Jun 30.","Nowicki AA","Psychiatr Pol","2021","2021/08/30","","","10.12740/PP/OnlineFirst/110478"
"40460612","Performance fatigability on a constant-load dynamic task is greater in females with moderate-severity Parkinson's disease than healthy-aging controls","Hinks A, Khangura P, Leake E, Beedie T, Kathia MM, Duplea SG, Witton LA, Connolly BS, Burr JF, Millar PJ, Power GA.","J Electromyogr Kinesiol. 2025 Aug;83:103023. doi: 10.1016/j.jelekin.2025.103023. Epub 2025 May 26.","Hinks A","J Electromyogr Kinesiol","2025","2025/06/03","","","10.1016/j.jelekin.2025.103023"
"41629981","Task complexity amplifies spatial asymmetry of muscle synergy plasticity in chronic stroke survivors","Wang Y, Sun R, Zhong L, Liao D, Song H, Meng Q, Fong GCH, Cao P, Rong S, Tong RK.","J Neuroeng Rehabil. 2026 Feb 2;23(1):85. doi: 10.1186/s12984-026-01889-9.","Wang Y","J Neuroeng Rehabil","2026","2026/02/03","PMC12955175","","10.1186/s12984-026-01889-9"
"31773454","Age- and sex-specific effects in paravertebral surface electromyographic back extensor muscle fatigue in chronic low back pain","Ebenbichler G, Habenicht R, Ziegelbecker S, Kollmitzer J, Mair P, Kienbacher T.","Geroscience. 2020 Feb;42(1):251-269. doi: 10.1007/s11357-019-00134-7. Epub 2019 Nov 27.","Ebenbichler G","Geroscience","2020","2019/11/28","PMC7031171","","10.1007/s11357-019-00134-7"
"33198427","Wearable Sensors Detect Differences between the Sexes in Lower Limb Electromyographic Activity and Pelvis 3D Kinematics during Running","Moltó IN, Albiach JP, Amer-Cuenca JJ, Segura-Ortí E, Gabriel W, Martínez-Gramage J.","Sensors (Basel). 2020 Nov 12;20(22):6478. doi: 10.3390/s20226478.","Moltó IN","Sensors (Basel)","2020","2020/11/17","PMC7697594","","10.3390/s20226478"
"40596324","Modulation of leg trajectory by transcranial magnetic stimulation during walking","Bourgeois H, Guay-Hottin R, Meftah EM, Martinez M, Bonizzato M, Barthélemy D.","Sci Rep. 2025 Jul 1;15(1):21362. doi: 10.1038/s41598-025-05741-3.","Bourgeois H","Sci Rep","2025","2025/07/02","PMC12215949","","10.1038/s41598-025-05741-3"
"42039305","Feasibility in Recording Vestibular Evoked Myogenic Potentials from the Gastrocnemius Muscles Using Acoustic Stimulation","Jha RH, Piker EG, Gomez JD.","J Am Acad Audiol. 2026 Mar 1;37(2):125-134. doi: 10.3766/jaaa.250009. eCollection 2026 Mar.","Jha RH","J Am Acad Audiol","2026","2026/04/27","PMC13105857","","10.3766/jaaa.250009"
"33105890","EMG-Free Monitorization of the Acoustic Startle Reflex with a Mobile Phone: Implications of Sound Parameters with Posture Related Responses","Gowen CL, Khwaounjoo P, Cakmak YO.","Sensors (Basel). 2020 Oct 22;20(21):5996. doi: 10.3390/s20215996.","Gowen CL","Sensors (Basel)","2020","2020/10/27","PMC7660167","","10.3390/s20215996"
"34215800","A randomized double blinded placebo controlled study to evaluate motor unit abnormalities after experimentally induced sensitization using capsaicin","Evans V, Koh RGL, Duarte FCK, Linde L, Amiri M, Kumbhare D.","Sci Rep. 2021 Jul 2;11(1):13793. doi: 10.1038/s41598-021-93188-7.","Evans V","Sci Rep","2021","2021/07/03","PMC8253857","","10.1038/s41598-021-93188-7"
"34425788","Correlation between cardiopulmonary metabolic energy cost and lower-limb muscle activity during inclined treadmill gait in older adults","Kim J, Lee HJ, Lee SH, Lee J, Chang WH, Ryu GH, Kim YH.","BMC Geriatr. 2021 Aug 23;21(1):469. doi: 10.1186/s12877-021-02401-9.","Kim J","BMC Geriatr","2021","2021/08/24","PMC8383420","","10.1186/s12877-021-02401-9"
"33962246","Mechanisms of postural control in older adults based on surface electromyography data","Kasahara S, Saito H.","Hum Mov Sci. 2021 Aug;78:102803. doi: 10.1016/j.humov.2021.102803. Epub 2021 May 4.","Kasahara S","Hum Mov Sci","2021","2021/05/07","","","10.1016/j.humov.2021.102803"
"40674385","5-HT(2) antagonism indirectly increases motor unit discharge rate and cervicomedullary motor evoked potential amplitude during submaximal elbow flexions","Henderson TT, Taylor JL, Thorstensen JR, Kavanagh JJ.","J Physiol. 2025 Aug;603(16):4573-4591. doi: 10.1113/JP288317. Epub 2025 Jul 17.","Henderson TT","J Physiol","2025","2025/07/17","PMC12369296","","10.1113/JP288317"
"31992323","Age-specific differences in the time-frequency representation of surface electromyographic data recorded during a submaximal cyclic back extension exercise: a promising biomarker to detect early signs of sarcopenia","Habenicht R, Ebenbichler G, Bonato P, Kollmitzer J, Ziegelbecker S, Unterlerchner L, Mair P, Kienbacher T.","J Neuroeng Rehabil. 2020 Jan 28;17(1):8. doi: 10.1186/s12984-020-0645-2.","Habenicht R","J Neuroeng Rehabil","2020","2020/01/30","PMC6986160","","10.1186/s12984-020-0645-2"
"35231968","[Effects of ankle exoskeleton assistance during human walking on lower limb muscle contractions and coordination patterns]","Wang W, Ding J, Wang Y, Liu Y, Zhang J, Liu J.","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2022 Feb 25;39(1):75-83. doi: 10.7507/1001-5515.202107040.","Wang W","Sheng Wu Yi Xue Gong Cheng Xue Za Zhi","2022","2022/03/01","PMC9927746","","10.7507/1001-5515.202107040"
"41243732","Difference in the Motor Unit Firing Behavior During Submaximal Isometric Ramp Contraction Between Healthy Children Aged 6-12 Years and Young Adults","Okudaira M, Takeda R, Hirono T, Nishikawa T, Kunugi S, Watanabe K.","Muscle Nerve. 2026 Jan;73(1):63-71. doi: 10.1002/mus.70064. Epub 2025 Nov 17.","Okudaira M","Muscle Nerve","2026","2025/11/17","PMC12690003","","10.1002/mus.70064"
"31417244","Effects of the head lift exercise and neuromuscular electrical stimulation on swallowing muscles activity in healthy older adults: a randomized pilot study","Poorjavad M, Talebian Moghadam S, Ansari NN.","Clin Interv Aging. 2019 Jun 21;14:1131-1140. doi: 10.2147/CIA.S209055. eCollection 2019.","Poorjavad M","Clin Interv Aging","2019","2019/08/17","PMC6594008","","10.2147/CIA.S209055"
"40828630","Analysis of shared synaptic inputs to different motor unit subgroups in triceps surae during a postural standing task","Cohen JW, Vieira T, Ivanova TD, Garland SJ.","J Neurophysiol. 2025 Sep 1;134(3):1007-1019. doi: 10.1152/jn.00508.2024. Epub 2025 Aug 19.","Cohen JW","J Neurophysiol","2025","2025/08/19","","","10.1152/jn.00508.2024"
"34779385","Guillan-Barré Syndrome after First Vaccination Dose against COVID-19: Case Report","Čenščák D, Ungermann L, Štětkářová I, Ehler E.","Acta Medica (Hradec Kralove). 2021;64(3):183-186. doi: 10.14712/18059694.2021.31.","Čenščák D","Acta Medica (Hradec Kralove)","2021","2021/11/15","","","10.14712/18059694.2021.31"
"41600449","Muscle Fatigue Assessment in Healthcare Application by Using Surface Electromyography: A Transfer Learning Approach","Manni A, Rescio G, Caroppo A, Leone A.","Sensors (Basel). 2026 Jan 18;26(2):654. doi: 10.3390/s26020654.","Manni A","Sensors (Basel)","2026","2026/01/28","PMC12846094","","10.3390/s26020654"
"31557258","Ground reaction forces and muscle activity while walking on sand versus stable ground in individuals with pronated feet compared with healthy controls","Jafarnezhadgero A, Fatollahi A, Amirzadeh N, Siahkouhian M, Granacher U.","PLoS One. 2019 Sep 26;14(9):e0223219. doi: 10.1371/journal.pone.0223219. eCollection 2019.","Jafarnezhadgero A","PLoS One","2019","2019/09/27","PMC6762175","","10.1371/journal.pone.0223219"
"41776801","Spontaneous Activation of the Masseter Muscle in Balance Tasks: The Functional Relationship Between Postural Control and the Stomatognathic System in Healthy Adults","Durukan M, Guzel HC.","Niger J Clin Pract. 2026 Feb 1;29(2):181-189. doi: 10.4103/njcp.njcp_490_25. Epub 2026 Mar 4.","Durukan M","Niger J Clin Pract","2026","2026/03/04","","","10.4103/njcp.njcp_490_25"
"41735056","β-Bursting as a Sensitive Neural Marker of Inhibitory Control in Healthy Older Adults: A Linear Mixed-Effects Modeling and Threshold-Free Cluster Approach","Warden ACM, Cruse D, McAllister CJ, MacDonald HJ.","J Neurosci. 2026 Mar 25;46(12):e1151252026. doi: 10.1523/JNEUROSCI.1151-25.2026.","Warden ACM","J Neurosci","2026","2026/02/24","PMC13022523","","10.1523/JNEUROSCI.1151-25.2026"
"42040136","Effects of a 6-week pelvic floor muscle training on neuromuscular activity in healthy young men: a pilot study","Labun J, Piernicka M, Sieńkowska B, Szumilewicz A.","Front Public Health. 2026 Apr 10;14:1781361. doi: 10.3389/fpubh.2026.1781361. eCollection 2026.","Labun J","Front Public Health","2026","2026/04/27","PMC13106149","","10.3389/fpubh.2026.1781361"
"30448641","The effects of cognitive load and optical flow on antagonist leg muscle coactivation during walking for young and older adults","Acuña SA, Francis CA, Franz JR, Thelen DG.","J Electromyogr Kinesiol. 2019 Feb;44:8-14. doi: 10.1016/j.jelekin.2018.11.003. Epub 2018 Nov 8.","Acuña SA","J Electromyogr Kinesiol","2019","2018/11/19","PMC6592695","NIHMS1512850","10.1016/j.jelekin.2018.11.003"
"39657600","Examining Negativity Biases in Facial Emotion Reactions in Young Persons First Presenting with Borderline Personality Disorder","Korbut S, Chanen AM, Terrett G, Jovev M, Rendell PG, Henry JD, Pizarro-Campagna E.","Psychopathology. 2025;58(3):173-186. doi: 10.1159/000542743. Epub 2024 Dec 10.","Korbut S","Psychopathology","2025","2024/12/10","PMC12136515","","10.1159/000542743"
"41639657","Adaptive alterations in muscle synergies during the recovery step compensate for perturbation-induced stability demands in older adults","Lin H, Liang H, Qi F, Yang Q, Kebbach M, Schlegel M, Bruhn S, Bader R, Tischer T, Ren X, Lutter C.","BMC Geriatr. 2026 Feb 4;26(1):557. doi: 10.1186/s12877-026-07092-8.","Lin H","BMC Geriatr","2026","2026/02/04","PMC13097930","","10.1186/s12877-026-07092-8"
"41636828","Shifts in the timing of gait muscle synergies in older adults with reduced lower-limb motor function","Hamada H, Kikuchi K, Matsuda T, Kii M, Fujiwara T, Kakutani K, Kobayashi A, Yamashita A, An Q.","Exp Brain Res. 2026 Feb 4;244(3):40. doi: 10.1007/s00221-026-07231-y.","Hamada H","Exp Brain Res","2026","2026/02/04","PMC12872710","","10.1007/s00221-026-07231-y"
