PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"40776977","Impact of aging and body mass index on upper extremity motor unit number index and size","Gulley Cox LI, Dias N, Zhang C, Zhang Y, Gorniak SL.","Exp Biol Med (Maywood). 2025 Jul 24;250:10491. doi: 10.3389/ebm.2025.10491. eCollection 2025.","Gulley Cox LI","Exp Biol Med (Maywood)","2025","2025/08/08","PMC12328250","","10.3389/ebm.2025.10491"
"37937342","Reduced corticospinal drive and inflexible temporal adaptation during visually guided walking in older adults","Sato SD, Choi JT.","J Neurophysiol. 2023 Dec 1;130(6):1508-1520. doi: 10.1152/jn.00078.2023. Epub 2023 Nov 8.","Sato SD","J Neurophysiol","2023","2023/11/08","PMC10994519","","10.1152/jn.00078.2023"
"33596223","Age-related changes in the neuromuscular control of forward and backward locomotion","Dewolf AH, Sylos-Labini F, Cappellini G, Ivanenko Y, Lacquaniti F.","PLoS One. 2021 Feb 17;16(2):e0246372. doi: 10.1371/journal.pone.0246372. eCollection 2021.","Dewolf AH","PLoS One","2021","2021/02/17","PMC7888655","","10.1371/journal.pone.0246372"
"35431243","Electromyographic Patterns of Paratonia in Normal Subjects and in Patients with Mild Cognitive Impairment or Alzheimer's Disease","Marinelli L, Trompetto C, Puce L, Monacelli F, Mori L, Serrati C, Fattapposta F, Ghilardi MF, Currà A.","J Alzheimers Dis. 2022;87(3):1065-1077. doi: 10.3233/JAD-215526.","Marinelli L","J Alzheimers Dis","2022","2022/04/18","","","10.3233/JAD-215526"
"36497961","A Reliability of Active and Passive Knee Joint Position Sense Assessment Using the Luna EMG Rehabilitation Robot","Oleksy Ł, Królikowska A, Mika A, Reichert P, Kentel M, Kentel M, Poświata A, Roksela A, Kozak D, Bienias K, Smoliński M, Stolarczyk A, Mikulski M.","Int J Environ Res Public Health. 2022 Nov 29;19(23):15885. doi: 10.3390/ijerph192315885.","Oleksy Ł","Int J Environ Res Public Health","2022","2022/12/11","PMC9739924","","10.3390/ijerph192315885"
"37013546","The preferable shoulder position can isolate supraspinatus activity superior to the classic empty can test: an electromyographic study","Kijkunasathian C, Niyomkha S, Woratanarat P, Vijittrakarnrung C.","BMC Musculoskelet Disord. 2023 Apr 3;24(1):255. doi: 10.1186/s12891-023-06372-3.","Kijkunasathian C","BMC Musculoskelet Disord","2023","2023/04/04","PMC10069100","","10.1186/s12891-023-06372-3"
"36557001","Changes in Trunk Muscle Activity during Unilateral Weight Bearing and Abnormal Postural Gait in Healthy Individuals","Paek S, Kang J, Shin B, Jung J, Rim H, Yoon M, Lee K, Yoo Y, Hong B, Lim S, Kim J.","Medicina (Kaunas). 2022 Dec 6;58(12):1800. doi: 10.3390/medicina58121800.","Paek S","Medicina (Kaunas)","2022","2022/12/23","PMC9785953","","10.3390/medicina58121800"
"32629839","Muscle Activation and Distribution during Four Test/Functional Tasks: A Comparison between Dry-Land and Aquatic Environments for Healthy Older and Young Adults","Cuesta-Vargas Á, Martín-Martín J, Pérez-Cruzado D, Cano-Herrera CL, Rodríguez JG, Merchán-Baeza JA, González-Sánchez M.","Int J Environ Res Public Health. 2020 Jun 30;17(13):4696. doi: 10.3390/ijerph17134696.","Cuesta-Vargas Á","Int J Environ Res Public Health","2020","2020/07/08","PMC7370020","","10.3390/ijerph17134696"
"35964168","The effects of surface inclination on gastrocnemius, soleus and tibialis anterior muscle activation during gait","Malik RJ, Waris A, Gilani SO, Iqbal J, Kashif AS, Kamboh HM, Ghafoor MF.","J Back Musculoskelet Rehabil. 2023;36(1):181-186. doi: 10.3233/BMR-210371.","Malik RJ","J Back Musculoskelet Rehabil","2023","2022/08/14","","","10.3233/BMR-210371"
"31052391","Analysis of Ankle sEMG on Both Stable and Unstable Surfaces for Elderly and Young Women-A Pilot Study","Błaszczyszyn M, Konieczny M, Pakosz P.","Int J Environ Res Public Health. 2019 May 1;16(9):1544. doi: 10.3390/ijerph16091544.","Błaszczyszyn M","Int J Environ Res Public Health","2019","2019/05/05","PMC6539152","","10.3390/ijerph16091544"
"41339315","A Kinematic and EMG Dataset for Upper Limb and Hand Movement Analysis in Post-Stroke and Healthy Subjects","Lucchetti F, Bailo G, Cabinio M, Marzegan A, Nuara A, Rossetto F, Squartecchia S, Carpinella I, Ferrarin M, Lencioni T.","Sci Data. 2025 Dec 3;12(1):1904. doi: 10.1038/s41597-025-06174-3.","Lucchetti F","Sci Data","2025","2025/12/03","PMC12675522","","10.1038/s41597-025-06174-3"
"29584533","Rehabilitation Exercises for the Gluteus Minimus Muscle Segments: An Electromyography Study","Moore D, Semciw AI, McClelland J, Wajswelner H, Pizzari T.","J Sport Rehabil. 2019 Aug 1;28(6):544-551. doi: 10.1123/jsr.2017-0262.","Moore D","J Sport Rehabil","2019","2018/03/28","","","10.1123/jsr.2017-0262"
"38900611","Experimental Validation of an Upper Limb Benchmarking Framework in Healthy and Post-Stroke Individuals: A Pilot Study","Longatelli V, Sanz-Morere CB, Torricelli D, Hernandez PM, Guanziroli E, Tornero J, Molteni F, Pons JL, Pedrocchi A, Gandolla M.","IEEE Trans Neural Syst Rehabil Eng. 2024;32:2356-2365. doi: 10.1109/TNSRE.2024.3414123. Epub 2024 Jul 3.","Longatelli V","IEEE Trans Neural Syst Rehabil Eng","2024","2024/06/20","","","10.1109/TNSRE.2024.3414123"
"31780122","Do gait and muscle activation patterns change at middle-age during split-belt adaptation?","Vervoort D, den Otter AR, Buurke TJW, Vuillerme N, Hortobágyi T, Lamoth CJC.","J Biomech. 2020 Jan 23;99:109510. doi: 10.1016/j.jbiomech.2019.109510. Epub 2019 Nov 14.","Vervoort D","J Biomech","2020","2019/11/30","","","10.1016/j.jbiomech.2019.109510"
"34775229","Recreational runners who recovered from COVID-19 show different running kinetics and muscle activities compared with healthy controls","Jafarnezhadgero AA, Hamlabadi MP, Sajedi H, Granacher U.","Gait Posture. 2022 Jan;91:260-265. doi: 10.1016/j.gaitpost.2021.11.002. Epub 2021 Nov 6.","Jafarnezhadgero AA","Gait Posture","2022","2021/11/14","PMC8584715","","10.1016/j.gaitpost.2021.11.002"
"36837611","Clinical Trial to Assess Physiology and Activity of Masticatory Muscles of Complete Denture Wearer Following Vitamin D Intervention","Rathi S, Chaturvedi S, Abdullah S, Rajput G, Alqahtani NM, Chaturvedi M, Gurumurthy V, Saini R, Bavabeedu SS, Minervini G.","Medicina (Kaunas). 2023 Feb 20;59(2):410. doi: 10.3390/medicina59020410.","Rathi S","Medicina (Kaunas)","2023","2023/02/25","PMC9961876","","10.3390/medicina59020410"
"34180437","A wearable electromyography-controlled functional electrical stimulation system improves balance, gait function, and symmetry in older adults","Park HK, Jung J, Lee DW, Shin HC, Lee HJ, Lee WH.","Technol Health Care. 2022;30(2):423-435. doi: 10.3233/THC-212849.","Park HK","Technol Health Care","2022","2021/06/28","","","10.3233/THC-212849"
"37503934","Mechanisms underlying the prolonged activation of the genioglossus following arousal from sleep","Dawson A, Avraam J, Nicholas CL, Kay A, Thornton T, Feast N, Fridgant MD, O'Donoghue FJ, Trinder J, Jordan AS.","Sleep. 2024 Jan 11;47(1):zsad202. doi: 10.1093/sleep/zsad202.","Dawson A","Sleep","2024","2023/07/28","PMC10782491","","10.1093/sleep/zsad202"
"32023861","High-Specificity Digital Architecture for Real-Time Recognition of Loss of Balance Inducing Fall","De Venuto D, Mezzina G.","Sensors (Basel). 2020 Jan 31;20(3):769. doi: 10.3390/s20030769.","De Venuto D","Sensors (Basel)","2020","2020/02/07","PMC7038501","","10.3390/s20030769"
"39150814","Digital Biomarker for Muscle Function Assessment Using Surface Electromyography With Electrical Stimulation and a Non-Invasive Wearable Device","Song K, Eun Shin H, Park W, Lee D, Jang J, Yang Shim G, Choi S, Kim M, Lee H, Won Won C.","IEEE Trans Neural Syst Rehabil Eng. 2024;32:3048-3058. doi: 10.1109/TNSRE.2024.3444890. Epub 2024 Aug 26.","Song K","IEEE Trans Neural Syst Rehabil Eng","2024","2024/08/16","","","10.1109/TNSRE.2024.3444890"
"33175254","Normative values for SedLine-based processed electroencephalography parameters in awake volunteers: a prospective observational study","Belletti A, Naorungroj T, Yanase F, Eastwood GM, Weinberg L, Bellomo R.","J Clin Monit Comput. 2021 Dec;35(6):1411-1419. doi: 10.1007/s10877-020-00618-4. Epub 2020 Nov 11.","Belletti A","J Clin Monit Comput","2021","2020/11/11","","","10.1007/s10877-020-00618-4"
"34175358","Behavioural and cerebral asymmetries of mirror movements are specific to rhythmic task and related to higher attentional and executive control","Tisseyre J, Amarantini D, Tallet J.","Behav Brain Res. 2021 Aug 27;412:113429. doi: 10.1016/j.bbr.2021.113429. Epub 2021 Jun 24.","Tisseyre J","Behav Brain Res","2021","2021/06/27","","","10.1016/j.bbr.2021.113429"
"39107548","Reliability, validity and normative data of the timed water swallow test accompanied by sEMG","Selen Akıl D, Bengisu S, Sezer E, Krespi Y, Topbaş SS.","Eur Arch Otorhinolaryngol. 2024 Nov;281(11):5885-5897. doi: 10.1007/s00405-024-08884-7. Epub 2024 Aug 6.","Selen Akıl D","Eur Arch Otorhinolaryngol","2024","2024/08/06","PMC11512847","","10.1007/s00405-024-08884-7"
"38754545","Electromyographic analysis of selected shoulder muscles during shoulder rehabilitation exercises in patients after reverse total shoulder arthroplasty","Vandenbosch D, Van Tongel A, De Wilde L, Cools AM.","J Shoulder Elbow Surg. 2024 Oct;33(10):2252-2263. doi: 10.1016/j.jse.2024.03.050. Epub 2024 May 14.","Vandenbosch D","J Shoulder Elbow Surg","2024","2024/05/16","","","10.1016/j.jse.2024.03.050"
"33055200","Voluntary Inhibition of Physiological Mirror Activity: An EEG-EMG Study","Maudrich T, Kenville R, Maudrich D, Villringer A, Ragert P, Nikulin VV.","eNeuro. 2020 Oct 28;7(5):ENEURO.0326-20.2020. doi: 10.1523/ENEURO.0326-20.2020. Print 2020 Sep/Oct.","Maudrich T","eNeuro","2020","2020/10/15","PMC7598909","","10.1523/ENEURO.0326-20.2020"
"37783842","Age-related differences in lower limb muscle activation patterns and balance control strategies while walking over a compliant surface","Jeon W, Ramadan A, Whitall J, Alissa N, Westlake K.","Sci Rep. 2023 Oct 2;13(1):16555. doi: 10.1038/s41598-023-43728-0.","Jeon W","Sci Rep","2023","2023/10/02","PMC10545684","","10.1038/s41598-023-43728-0"
"37723852","Impact of Verbal Suggestions on Finger Flexor Activation and Strength in Healthy Individuals","Zaworski K, Kadłubowska M, Baj-Korpak J.","Med Sci Monit. 2023 Sep 19;29:e941548. doi: 10.12659/MSM.941548.","Zaworski K","Med Sci Monit","2023","2023/09/19","PMC10517631","","10.12659/MSM.941548"
"39113191","The assessment method of lip closure ability based on sEMG nonlinear onset detection algorithms","Zhu W, Zhao C.","Biomed Tech (Berl). 2024 Aug 8;69(6):597-608. doi: 10.1515/bmt-2024-0107. Print 2024 Dec 17.","Zhu W","Biomed Tech (Berl)","2024","2024/08/08","","","10.1515/bmt-2024-0107"
"29481448","Reduced Electromyographic Fatigue Threshold After Performing a Cognitive Fatiguing Task","Ferris JR, Tomlinson MA, Ward TN, Pepin ME, Malek MH.","J Strength Cond Res. 2021 Jan 1;35(1):267-274. doi: 10.1519/JSC.0000000000002490.","Ferris JR","J Strength Cond Res","2021","2018/02/27","","","10.1519/JSC.0000000000002490"
"38641860","Evaluation of oral function using a composite sensor during maximum lip closure and swallowing in normal children and adults","Hozawa M, Nakamura Y, Sotome T, Nakajima T, Hanasaki M, Sasakawa Y, Tsukuno S, Yonemoto Y, Hayasaki H.","J Oral Rehabil. 2024 Aug;51(8):1349-1356. doi: 10.1111/joor.13705. Epub 2024 Apr 19.","Hozawa M","J Oral Rehabil","2024","2024/04/20","","","10.1111/joor.13705"
"38759042","Evacuation safety effects of a lightweight elevator-type evacuation device using carbon material: Focus on plantar pressure and muscle strength","Yu M, Kang YS, Hong HY, Hong CU, Kwon TK.","Technol Health Care. 2024;32(S1):115-124. doi: 10.3233/THC-248010.","Yu M","Technol Health Care","2024","2024/05/17","PMC11191485","","10.3233/THC-248010"
"32056868","Rapid facial mimicry responses are preserved in youth with first presentation borderline personality disorder","Pizarro-Campagna E, Terrett G, Jovev M, Rendell PG, Henry JD, Chanen AM.","J Affect Disord. 2020 Apr 1;266:14-21. doi: 10.1016/j.jad.2020.01.097. Epub 2020 Jan 21.","Pizarro-Campagna E","J Affect Disord","2020","2020/02/15","","","10.1016/j.jad.2020.01.097"
"37602547","The Effect of Leg Length Discrepancy on Paraspinal Muscles Activation Using Surface Electromyography","Kim HS, Ha Y, Lim J, Kim HJ, Kang H, Ryu JS.","Am J Phys Med Rehabil. 2024 Mar 1;103(3):208-214. doi: 10.1097/PHM.0000000000002329. Epub 2023 Aug 21.","Kim HS","Am J Phys Med Rehabil","2024","2023/08/21","","","10.1097/PHM.0000000000002329"
"40325730","Electromyography activity of the abdominal muscles during exercises with and without aid from upper limbs in healthy individuals: A cross-sectional study","Rizza QP, Miranda AFB, Felício LR, Dionisio VC.","J Bodyw Mov Ther. 2025 Jun;42:614-619. doi: 10.1016/j.jbmt.2025.01.058. Epub 2025 Jan 28.","Rizza QP","J Bodyw Mov Ther","2025","2025/05/06","","","10.1016/j.jbmt.2025.01.058"
"32451586","The effects of aging on the distribution and strength of correlated neural inputs to postural muscles during unperturbed bipedal stance","Degani AM, Leonard CT, Danna-Dos-Santos A.","Exp Brain Res. 2020 Jun;238(6):1537-1553. doi: 10.1007/s00221-020-05837-4. Epub 2020 May 25.","Degani AM","Exp Brain Res","2020","2020/05/27","","","10.1007/s00221-020-05837-4"
"33601108","Wrapping technique and wrapping height interact to modify physical exposures during manual pallet wrapping","Maciukiewicz JM, Whittaker RL, Hogervorst KB, Dickerson CR.","Appl Ergon. 2021 May;93:103378. doi: 10.1016/j.apergo.2021.103378. Epub 2021 Feb 15.","Maciukiewicz JM","Appl Ergon","2021","2021/02/18","","","10.1016/j.apergo.2021.103378"
"39721229","Effect of surface electromyography normalisation methods over gait muscle synergies","Ortega-Auriol P, Besier T, McMorland AJC.","J Electromyogr Kinesiol. 2025 Feb;80:102968. doi: 10.1016/j.jelekin.2024.102968. Epub 2024 Dec 21.","Ortega-Auriol P","J Electromyogr Kinesiol","2025","2024/12/25","","","10.1016/j.jelekin.2024.102968"
"39764679","A Soft Robotic Sleeve for Physiotherapy: Improving Elbow Rehabilitation in Baseball Pitchers","Khan MUA, Ajmal HMS, Hassan HA, Azam A, Malik E.","Physiother Res Int. 2025 Jan;30(1):e70025. doi: 10.1002/pri.70025.","Khan MUA","Physiother Res Int","2025","2025/01/07","","","10.1002/pri.70025"
"41305043","Early Detection of Dysphagia Signs in Parkinson's Disease: An Artificial Intelligence-Based Approach Using Non-Invasive Sensors","Gazzanti Pugliese di Cotrone MA, Akhtar NF, Patera M, Gallo S, Mosca U, Ghislieri M, Ferraris C, Suppa A, Artusi CA, Zampogna A, Amprimo G, Imbalzano G, Cerfoglio S, Cimolin V, Borzì L, Olmo G, Irrera F.","Sensors (Basel). 2025 Nov 8;25(22):6834. doi: 10.3390/s25226834.","Gazzanti Pugliese di Cotrone MA","Sensors (Basel)","2025","2025/11/27","PMC12656424","","10.3390/s25226834"
"34770526","Differences in Physiological Signals Due to Age and Exercise Habits of Subjects during Cycling Exercise","Lin SY, Jao CW, Wang PS, Liou M, Wu JL, Chun H, Tseng CT, Wu YT.","Sensors (Basel). 2021 Oct 29;21(21):7220. doi: 10.3390/s21217220.","Lin SY","Sensors (Basel)","2021","2021/11/13","PMC8587887","","10.3390/s21217220"
"38876673","Electroneuromyography comparison between pre-elderly adult females with and without MS; the potential role of a mind-body therapy in improving neurophysiological profile of MS during pandemic","Sarabzadeh M, Shariatzadeh M.","J Bodyw Mov Ther. 2024 Jul;39:489-495. doi: 10.1016/j.jbmt.2024.03.026. Epub 2024 Mar 20.","Sarabzadeh M","J Bodyw Mov Ther","2024","2024/06/14","","","10.1016/j.jbmt.2024.03.026"
"32452431","Smaller muscle mass is associated with increase in EMG-EMG coherence of the leg muscle during unipedal stance in elderly adults","Nojima I, Suwa Y, Sugiura H, Noguchi T, Tanabe S, Mima T, Watanabe T.","Hum Mov Sci. 2020 Jun;71:102614. doi: 10.1016/j.humov.2020.102614. Epub 2020 Apr 2.","Nojima I","Hum Mov Sci","2020","2020/05/27","","","10.1016/j.humov.2020.102614"
"39593707","Could the anterior cruciate ligament reconstruction and pronated feet affect the plantar pressure variables and muscular activity during running? A comparative study","Jafarnezhadgero AA, Alizadeh R, Fakhri Mirzanag E, Khezri D, Carlos Dionisio V.","J Bodyw Mov Ther. 2024 Oct;40:986-991. doi: 10.1016/j.jbmt.2024.07.020. Epub 2024 Jul 9.","Jafarnezhadgero AA","J Bodyw Mov Ther","2024","2024/11/27","","","10.1016/j.jbmt.2024.07.020"
"35984848","Dose-response relationship of in vivo ambulatory load and mechanosensitive cartilage biomarkers-The role of age, tissue health and inflammation: A study protocol","Herger S, Vach W, Nüesch C, Liphardt AM, Egloff C, Mündermann A.","PLoS One. 2022 Aug 19;17(8):e0272694. doi: 10.1371/journal.pone.0272694. eCollection 2022.","Herger S","PLoS One","2022","2022/08/19","PMC9390933","","10.1371/journal.pone.0272694"
"32822066","Influence of age on the frequency characteristics of the soleus muscle response to Achilles tendon vibration during standing","Mildren RL, Schmidt ME, Eschelmuller G, Carpenter MG, Blouin JS, Inglis JT.","J Physiol. 2020 Nov;598(22):5231-5243. doi: 10.1113/JP280324. Epub 2020 Sep 17.","Mildren RL","J Physiol","2020","2020/08/22","","","10.1113/JP280324"
"32163329","Differential activation of the human costal and crural diaphragm during voluntary and involuntary breaths","Nguyen DAT, Amirjani N, McCaughey EJ, Gandevia SC, Butler JE, Hudson AL.","J Appl Physiol (1985). 2020 May 1;128(5):1262-1270. doi: 10.1152/japplphysiol.00790.2019. Epub 2020 Mar 12.","Nguyen DAT","J Appl Physiol (1985)","2020","2020/03/13","","","10.1152/japplphysiol.00790.2019"
"40354342","Inter-lower limb and intra-lower limb muscle activity correlations during walking: A comparative study of stroke patients and healthy individuals","Sanghan T, Hohsoh N, Stojanović G, Begg R, Chatpun S.","PLoS One. 2025 May 12;20(5):e0319955. doi: 10.1371/journal.pone.0319955. eCollection 2025.","Sanghan T","PLoS One","2025","2025/05/12","PMC12068577","","10.1371/journal.pone.0319955"
"33341582","Benefits of tai ji quan practice on neuromuscular functions in older adults: A Systematic Review and meta-analysis","Hu Y, Kattan C, Kontos D, Zhu W, Hernandez ME.","Complement Ther Clin Pract. 2021 Feb;42:101295. doi: 10.1016/j.ctcp.2020.101295. Epub 2020 Dec 16.","Hu Y","Complement Ther Clin Pract","2021","2020/12/20","","","10.1016/j.ctcp.2020.101295"
"39951554","Increased functional and directed corticomuscular connectivity after dynamic motor practice but not isometric motor practice","Nielsen AL, Norup M, Bjørndal JR, Wiegel P, Spedden ME, Lundbye-Jensen J.","J Neurophysiol. 2025 Mar 1;133(3):930-943. doi: 10.1152/jn.00061.2024. Epub 2025 Feb 14.","Nielsen AL","J Neurophysiol","2025","2025/02/14","","","10.1152/jn.00061.2024"
"36099264","Spatiotemporal characteristics of lower back muscle fatigue during a ten minutes endurance test at 50% upper body weight in healthy inactive, endurance, and strength trained subjects","Anders C, Schönau T.","PLoS One. 2022 Sep 13;17(9):e0273856. doi: 10.1371/journal.pone.0273856. eCollection 2022.","Anders C","PLoS One","2022","2022/09/13","PMC9469946","","10.1371/journal.pone.0273856"
"33566219","Effects of Effortful Swallowing Exercise with Progressive Anterior Tongue Press Using Iowa Oral Performance Instrument (IOPI) on the Strength of Swallowing-Related Muscles in the Elderly: A Preliminary Study","Oh JC.","Dysphagia. 2022 Feb;37(1):158-167. doi: 10.1007/s00455-021-10259-7. Epub 2021 Feb 10.","Oh JC","Dysphagia","2022","2021/02/10","","","10.1007/s00455-021-10259-7"
"31419759","Knee muscle co-contractions are greater in old compared to young adults during walking and stair use","Chandran VD, Calalo JA, Dixon PC, Dennerlein JT, Schiffman JM, Pal S.","Gait Posture. 2019 Sep;73:315-322. doi: 10.1016/j.gaitpost.2019.07.501. Epub 2019 Aug 6.","Chandran VD","Gait Posture","2019","2019/08/17","","","10.1016/j.gaitpost.2019.07.501"
"39709714","Effects of age/gender profiles and physical activity level on symmetry of lumbar muscle activation in pain-free older adults during various spinal movements","Cheng CH, Rezaei A, Kaufman K.","Gait Posture. 2025 Mar;117:136-142. doi: 10.1016/j.gaitpost.2024.12.012. Epub 2024 Dec 13.","Cheng CH","Gait Posture","2025","2024/12/22","PMC11810581","NIHMS2044588","10.1016/j.gaitpost.2024.12.012"
"30455060","Effects of aging on hip abductor-adductor neuromuscular and mechanical performance during the weight transfer phase of lateral protective stepping","Inacio M, Creath R, Rogers MW.","J Biomech. 2019 Jan 3;82:244-250. doi: 10.1016/j.jbiomech.2018.10.040. Epub 2018 Nov 9.","Inacio M","J Biomech","2019","2018/11/21","PMC6310621","NIHMS1512048","10.1016/j.jbiomech.2018.10.040"
"31860533","Listening to Fast-Tempo Music Delays the Onset of Neuromuscular Fatigue","Centala J, Pogorel C, Pummill SW, Malek MH.","J Strength Cond Res. 2020 Mar;34(3):617-622. doi: 10.1519/JSC.0000000000003417.","Centala J","J Strength Cond Res","2020","2019/12/21","","","10.1519/JSC.0000000000003417"
"38781467","Caffeine Expectancy Does Not Influence the Physical Working Capacity at the Fatigue Threshold","Ambrozy CA, Hawes NE, Hayden OL, Sortz I, Malek MH.","J Strength Cond Res. 2024 Jun 1;38(6):1056-1062. doi: 10.1519/JSC.0000000000004742.","Ambrozy CA","J Strength Cond Res","2024","2024/05/23","","","10.1519/JSC.0000000000004742"
"33806717","Characterization of Pelvic Floor Activity in Healthy Subjects and with Chronic Pelvic Pain: Diagnostic Potential of Surface Electromyography","Albaladejo-Belmonte M, Tarazona-Motes M, Nohales-Alfonso FJ, De-Arriba M, Alberola-Rubio J, Garcia-Casado J.","Sensors (Basel). 2021 Mar 23;21(6):2225. doi: 10.3390/s21062225.","Albaladejo-Belmonte M","Sensors (Basel)","2021","2021/04/03","PMC8004809","","10.3390/s21062225"
"35723135","Investigation of precision task demands on workers' muscular activities, heart rate, and perceived exertion rating","Ramadan MZ, Alferdaws FF.","Work. 2022;72(4):1443-1453. doi: 10.3233/WOR-205151.","Ramadan MZ","Work","2022","2022/06/20","","","10.3233/WOR-205151"
"35665533","Electromyographic analysis of pelvic floor muscles during the execution of pelvic patterns of proprioceptive neuromuscular facilitation-concept: An observational study","Ferro JKO, de Moura Filho AG, de Amorim KCS, Lima CROP, Martins JVP, Barboza PJM, Lemos A, de Oliveira DA.","Neurourol Urodyn. 2022 Aug;41(6):1458-1467. doi: 10.1002/nau.24981. Epub 2022 Jun 5.","Ferro JKO","Neurourol Urodyn","2022","2022/06/06","","","10.1002/nau.24981"
"39707399","Proportional myoelectric control of a virtual bionic arm in participants with hemiparesis, muscle spasticity, and impaired range of motion","Thomson CJ, Mino FR, Lopez DR, Maitre PP, Edgley SR, George JA.","J Neuroeng Rehabil. 2024 Dec 21;21(1):222. doi: 10.1186/s12984-024-01529-0.","Thomson CJ","J Neuroeng Rehabil","2024","2024/12/20","PMC11662728","","10.1186/s12984-024-01529-0"
"38734422","Role of the Flexion Relaxation Phenomenon in the Analysis of Low Back Pain Risk in the Powerlifter: A Proof-of-Principle Study","Marotta N, de Sire A, Bartalotta I, Sgro M, Zito R, Invernizzi M, Ammendolia A, Iona T.","J Sport Rehabil. 2024 May 11;33(5):333-339. doi: 10.1123/jsr.2023-0244. Print 2024 Jul 1.","Marotta N","J Sport Rehabil","2024","2024/05/11","","","10.1123/jsr.2023-0244"
"34167020","Age does not affect the relationship between muscle activation and joint work during incline and decline walking","Waanders JB, Murgia A, DeVita P, Franz JR, Hortobágyi T.","J Biomech. 2021 Jul 19;124:110555. doi: 10.1016/j.jbiomech.2021.110555. Epub 2021 Jun 11.","Waanders JB","J Biomech","2021","2021/06/24","","","10.1016/j.jbiomech.2021.110555"
"41249869","Functional Assessment of Peroneal Muscles Using Ultrasound Imaging in Chronic Ankle Instability","Jaffri A.","J Foot Ankle Res. 2025 Dec;18(4):e70088. doi: 10.1002/jfa2.70088.","Jaffri A","J Foot Ankle Res","2025","2025/11/18","PMC12623152","","10.1002/jfa2.70088"
"39647460","The activation level of the floor-of-the-mouth muscles is systematically modulated using tongue-pressing and swallowing tasks in healthy elderly","Oh JC.","Arch Oral Biol. 2025 Mar;171:106155. doi: 10.1016/j.archoralbio.2024.106155. Epub 2024 Nov 30.","Oh JC","Arch Oral Biol","2025","2024/12/08","","","10.1016/j.archoralbio.2024.106155"
"34288268","Diffusion magnetic resonance imaging reveals tract-specific microstructural correlates of electrophysiological impairments in non-myelopathic and myelopathic spinal cord compression","Valošek J, Labounek R, Horák T, Horáková M, Bednařík P, Keřkovský M, Kočica J, Rohan T, Lenglet C, Cohen-Adad J, Hluštík P, Vlčková E, Kadaňka Z Jr, Bednařík J, Svatkova A.","Eur J Neurol. 2021 Nov;28(11):3784-3797. doi: 10.1111/ene.15027. Epub 2021 Aug 4.","Valošek J","Eur J Neurol","2021","2021/07/21","PMC8530898","NIHMS1726556","10.1111/ene.15027"
"31063929","Muscle activity and balance control during sit-to-stand across symmetric and asymmetric initial foot positions in healthy adults","Jeon W, Jensen JL, Griffin L.","Gait Posture. 2019 Jun;71:138-144. doi: 10.1016/j.gaitpost.2019.04.030. Epub 2019 May 1.","Jeon W","Gait Posture","2019","2019/05/08","","","10.1016/j.gaitpost.2019.04.030"
"31704627","Connectivity measures suggest a sub-cortical generator of myoclonus in Angelman syndrome","Ferlazzo E, Franceschetti S, Gasparini S, Elia M, Canafoglia L, Pantaleoni C, Ascoli M, D'Agostino T, Sueri C, Ferrigno G, Panzica F, Cianci V, Aguglia U.","Clin Neurophysiol. 2019 Dec;130(12):2231-2237. doi: 10.1016/j.clinph.2019.08.031. Epub 2019 Oct 24.","Ferlazzo E","Clin Neurophysiol","2019","2019/11/10","","","10.1016/j.clinph.2019.08.031"
"37660154","Effects of whole-body vibration training in static and dynamic semi-squat patterns on the lower limb muscle activity","Liu Y, Fan Y, Chen X.","Sci Rep. 2023 Sep 2;13(1):14432. doi: 10.1038/s41598-023-40985-x.","Liu Y","Sci Rep","2023","2023/09/02","PMC10475118","","10.1038/s41598-023-40985-x"
"40707615","Lower extremity muscle activation patterns in sarcopenic older adults during physical performance tests: implications for rehabilitation approaches","Cai H, Zhang G, Wei L, Xu J, Yan F, Zhang M.","Sci Rep. 2025 Jul 24;15(1):26932. doi: 10.1038/s41598-025-10429-9.","Cai H","Sci Rep","2025","2025/07/24","PMC12290044","","10.1038/s41598-025-10429-9"
"36153347","Spectral properties of physiological mirror activity: an investigation of frequency features and common input between homologous muscles","Kenville R, Maudrich T.","Sci Rep. 2022 Sep 24;12(1):15965. doi: 10.1038/s41598-022-20413-2.","Kenville R","Sci Rep","2022","2022/09/24","PMC9509371","","10.1038/s41598-022-20413-2"
"37711708","Comparison of Muscle Activity and Muscle Thickness According to Knee Flexion Angle during Supine Bridge Exercises using the Abdominal Drawing-in Maneuver on an Unstable Surface","Kim S, Park J, Her J.","J Sports Sci Med. 2023 Sep 1;22(3):431-435. doi: 10.52082/jssm.2023.431. eCollection 2023 Sep.","Kim S","J Sports Sci Med","2023","2023/09/15","PMC10499130","","10.52082/jssm.2023.431"
"40033529","Can Stretching Your Hamstrings Unlock Your Jaw? Investigating the Surprising Connection Between Hamstring Flexibility and Jaw Function","Soylu Ç, Kılınc B, Atalay ES, Şahan TY, Türker D, Yıldırım NÜ.","Niger J Clin Pract. 2024 Dec 1;27(12):1364-1371. doi: 10.4103/njcp.njcp_239_24. Epub 2025 Mar 4.","Soylu Ç","Niger J Clin Pract","2024","2025/03/04","","","10.4103/njcp.njcp_239_24"
